suite,task,scale,difficulty,category,version,official_group,repo,commit,mode,repeat,oracle,provider,model,harness_backend,execution_boundary,trace_backend,wall_s,recovery_wall_s,prompt_tokens,completion_tokens,total_tokens,tool_calls,usage_source,model_calls,harness_returncode,harness_stdout,harness_stderr,recovery_ledger_steps,rollback_targets,regenerated_paths,independent_retained,independent_unchanged,documents_valid,derived_removed,host_leak_before_commit,tests_rc,tests_ok,finished,finish_called,committed,success,injected,error,verifier_stdout,verifier_stderr
swe,django__django-11133,short,,django/django,3.0,django/django,django/django,879cc3da6249e920b8d54518a0ae06de835d7373,causal,0,True,oracle,oracle,oracle,oracle,strace,46.804332,35.830127,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-django__django-11133-causal-0-1as6nw7z/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-11133-causal-0-1as6nw7z/repo/django"", ""tmp/agenttx-swe-django__django-11133-causal-0-1as6nw7z/repo/django/http"", ""tmp/agenttx-swe-django__django-11133-causal-0-1as6nw7z/repo/django/http/response.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
System check identified no issues (0 silenced).
",".
----------------------------------------------------------------------
Ran 1 test in 0.000s

OK
"
swe,django__django-11179,short,,django/django,3.0,django/django,django/django,19fc6376ce67d01ca37a91ef2f55ef769f50513a,causal,0,True,oracle,oracle,oracle,oracle,strace,87.741521,76.877228,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-django__django-11179-causal-0-pogj2juv/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-11179-causal-0-pogj2juv/repo/django"", ""tmp/agenttx-swe-django__django-11179-causal-0-pogj2juv/repo/django/db"", ""tmp/agenttx-swe-django__django-11179-causal-0-pogj2juv/repo/django/db/models"", ""tmp/agenttx-swe-django__django-11179-causal-0-pogj2juv/repo/django/db/models/deletion.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
System check identified no issues (0 silenced).
","Creating test database for alias 'default'...
.
----------------------------------------------------------------------
Ran 1 test in 0.001s

OK
Destroying test database for alias 'default'...
"
swe,django__django-11283,short,,django/django,3.0,django/django,django/django,08a4ee06510ae45562c228eefbdcaac84bd38c7a,causal,0,True,oracle,oracle,oracle,oracle,strace,83.542184,72.768954,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-django__django-11283-causal-0-madprnll/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-11283-causal-0-madprnll/repo/django"", ""tmp/agenttx-swe-django__django-11283-causal-0-madprnll/repo/django/contrib"", ""tmp/agenttx-swe-django__django-11283-causal-0-madprnll/repo/django/contrib/auth"", ""tmp/agenttx-swe-django__django-11283-causal-0-madprnll/repo/django/contrib/auth/migrations"", ""tmp/agenttx-swe-django__django-11283-causal-0-madprnll/repo/django/contrib/auth/migrations/0011_update_proxy_permissions.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
System check identified no issues (0 silenced).
","Creating test database for alias 'default'...
.
----------------------------------------------------------------------
Ran 1 test in 0.025s

OK
Destroying test database for alias 'default'...
"
swe,django__django-11422,short,,django/django,3.0,django/django,django/django,df46b329e0900e9e4dc1d60816c1dce6dfc1094e,causal,0,True,oracle,oracle,oracle,oracle,strace,87.666925,76.800645,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-django__django-11422-causal-0-i_tnonmr/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-11422-causal-0-i_tnonmr/repo/django"", ""tmp/agenttx-swe-django__django-11422-causal-0-i_tnonmr/repo/django/utils"", ""tmp/agenttx-swe-django__django-11422-causal-0-i_tnonmr/repo/django/utils/autoreload.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
System check identified no issues (0 silenced).
",".
----------------------------------------------------------------------
Ran 1 test in 0.027s

OK
"
swe,django__django-11564,short,,django/django,3.1,django/django,django/django,580e644f24f1c5ae5b94784fb73a9953a178fd26,causal,0,True,oracle,oracle,oracle,oracle,strace,106.836432,96.166634,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-django__django-11564-causal-0-k25fsg95/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-11564-causal-0-k25fsg95/repo/django"", ""tmp/agenttx-swe-django__django-11564-causal-0-k25fsg95/repo/django/conf"", ""tmp/agenttx-swe-django__django-11564-causal-0-k25fsg95/repo/django/conf/__init__.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
System check identified no issues (0 silenced).
","..
----------------------------------------------------------------------
Ran 2 tests in 0.083s

OK
"
swe,django__django-11583,long,,django/django,3.0,django/django,django/django,60dc957a825232fdda9138e2f8878b2ca407a7c9,causal,0,True,oracle,oracle,oracle,oracle,strace,108.946775,94.55975,0,0,0,0,oracle,0,0,,,3,"[0, 4, 5]","[""tmp/agenttx-swe-django__django-11583-causal-0-9vfy1fe4/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-11583-causal-0-9vfy1fe4/repo/django"", ""tmp/agenttx-swe-django__django-11583-causal-0-9vfy1fe4/repo/django/utils"", ""tmp/agenttx-swe-django__django-11583-causal-0-9vfy1fe4/repo/django/utils/autoreload.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1, 2, 3], ""derived_step"": 4, ""test_run_step"": 5, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
System check identified no issues (0 silenced).
","..
----------------------------------------------------------------------
Ran 2 tests in 0.024s

OK
"
swe,django__django-11620,short,,django/django,3.0,django/django,django/django,514efa3129792ec2abb2444f3e7aeb3f21a38386,causal,0,True,oracle,oracle,oracle,oracle,strace,87.513421,76.354422,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-django__django-11620-causal-0-hzauga1j/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-11620-causal-0-hzauga1j/repo/django"", ""tmp/agenttx-swe-django__django-11620-causal-0-hzauga1j/repo/django/views"", ""tmp/agenttx-swe-django__django-11620-causal-0-hzauga1j/repo/django/views/debug.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
System check identified no issues (0 silenced).
",".
----------------------------------------------------------------------
Ran 1 test in 0.011s

OK
"
swe,django__django-11630,short,,django/django,3.0,django/django,django/django,65e86948b80262574058a94ccaae3a9b59c3faea,causal,0,True,oracle,oracle,oracle,oracle,strace,107.051725,96.047192,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-django__django-11630-causal-0-115l4ti5/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-11630-causal-0-115l4ti5/repo/django"", ""tmp/agenttx-swe-django__django-11630-causal-0-115l4ti5/repo/django/core"", ""tmp/agenttx-swe-django__django-11630-causal-0-115l4ti5/repo/django/core/checks"", ""tmp/agenttx-swe-django__django-11630-causal-0-115l4ti5/repo/django/core/checks/model_checks.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
System check identified no issues (0 silenced).
","..
----------------------------------------------------------------------
Ran 2 tests in 0.009s

OK
"
swe,django__django-11742,short,,django/django,3.0,django/django,django/django,fee75d2aed4e58ada6567c464cfd22e89dc65f4a,causal,0,True,oracle,oracle,oracle,oracle,strace,106.62137,95.832531,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-django__django-11742-causal-0-tgbkkbcz/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-11742-causal-0-tgbkkbcz/repo/django"", ""tmp/agenttx-swe-django__django-11742-causal-0-tgbkkbcz/repo/django/db"", ""tmp/agenttx-swe-django__django-11742-causal-0-tgbkkbcz/repo/django/db/models"", ""tmp/agenttx-swe-django__django-11742-causal-0-tgbkkbcz/repo/django/db/models/fields"", ""tmp/agenttx-swe-django__django-11742-causal-0-tgbkkbcz/repo/django/db/models/fields/__init__.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
System check identified no issues (0 silenced).
","..
----------------------------------------------------------------------
Ran 2 tests in 0.001s

OK
"
swe,django__django-11797,short,,django/django,3.1,django/django,django/django,3346b78a8a872286a245d1e77ef4718fc5e6be1a,causal,0,True,oracle,oracle,oracle,oracle,strace,108.084782,97.010314,0,0,0,0,oracle,0,0,,,3,"[0, 2, 3]","[""tmp/agenttx-swe-django__django-11797-causal-0-18_u6uun/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-11797-causal-0-18_u6uun/repo/django"", ""tmp/agenttx-swe-django__django-11797-causal-0-18_u6uun/repo/django/db"", ""tmp/agenttx-swe-django__django-11797-causal-0-18_u6uun/repo/django/db/models"", ""tmp/agenttx-swe-django__django-11797-causal-0-18_u6uun/repo/django/db/models/lookups.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1], ""derived_step"": 2, ""test_run_step"": 3, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
System check identified no issues (0 silenced).
","Creating test database for alias 'default'...
.
----------------------------------------------------------------------
Ran 1 test in 0.006s

OK
Destroying test database for alias 'default'...
"
swe,django__django-11815,medium,,django/django,3.1,django/django,django/django,e02f67ef2d03d48128e7a118bf75f0418e24e8ac,causal,0,True,oracle,oracle,oracle,oracle,strace,110.772826,98.418469,0,0,0,0,oracle,0,0,,,3,"[0, 3, 4]","[""tmp/agenttx-swe-django__django-11815-causal-0-7g6p1yx1/repo/.agenttx_oracle.diff"", ""tmp/agenttx-swe-django__django-11815-causal-0-7g6p1yx1/repo/django"", ""tmp/agenttx-swe-django__django-11815-causal-0-7g6p1yx1/repo/django/db"", ""tmp/agenttx-swe-django__django-11815-causal-0-7g6p1yx1/repo/django/db/migrations"", ""tmp/agenttx-swe-django__django-11815-causal-0-7g6p1yx1/repo/django/db/migrations/serializer.py""]",True,False,True,True,False,0,True,True,True,True,True,"{""prefix_steps"": [], ""root_step"": 0, ""independent_steps"": [1, 2], ""derived_step"": 3, ""test_run_step"": 4, ""root_is_parent_of_derived"": true, ""root_is_parent_of_tests"": true, ""independent_is_parent_of_derived"": false, ""tests_failed"": true}",,"Testing against Django installed in '/testbed/django'
System check identified no issues (0 silenced).
","..
----------------------------------------------------------------------
Ran 2 tests in 0.003s

OK
"
